City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,ormara,25.2088,64.6357,25.79,80,2,0.63,PK,1712874529
368,ancud,-41.8697,-73.8203,12.04,68,0,1.83,CL,1712874389
369,baiyin,36.5583,104.2081,10.86,28,3,1.32,CN,1712874530
370,ciudad miguel aleman,26.35,-99.1,31.07,15,39,3.79,MX,1712874530
371,brak,27.5496,14.2714,21.21,18,3,6.36,LY,1712874531
372,tarnova,46.3167,21.8,16.56,86,85,1.38,RO,1712874532
373,namtsy,62.7161,129.6658,-10.21,91,100,5.2,RU,1712874533
374,nacimiento,-37.5,-72.6667,20.43,30,0,0.76,CL,1712874533
375,yambio,4.5721,28.3955,24.5,66,97,2.76,SS,1712874534
376,la passe,45.5549,-0.8967,13.34,93,40,3.26,FR,1712874534
377,kayangel,8.0823,134.7173,27.96,76,61,5.11,PW,1712874535
378,tumaco,1.7986,-78.8156,28.11,72,38,3.59,CO,1712874535
379,genhe,50.7833,121.5167,1.37,99,100,0.65,CN,1712874536
380,simpang,-1.2667,104.0833,23.12,100,99,0.96,ID,1712874536
381,papao,-17.75,-149.55,30.82,85,95,8.23,PF,1712874472
382,labrador city,52.9463,-66.9114,3.95,70,100,4.63,CA,1712874537
383,kerikeri,-35.2268,173.9474,21.62,87,58,3.15,NZ,1712874379
384,qingyuan,23.7,113.0333,23.99,86,98,1.16,CN,1712874538
385,santa vitoria do palmar,-33.5189,-53.3681,17.66,61,90,3.8,BR,1712874539
386,codrington,-38.2667,141.9667,13.9,66,98,2.83,AU,1712874539
387,mount gambier,-37.8333,140.7667,12.76,66,100,1.47,AU,1712874540
388,becancour,46.3334,-72.4324,10.0,98,100,3.6,CA,1712874318
389,sona,45.4388,10.8255,14.62,84,0,0.51,IT,1712874541
390,fisterra,42.9049,-9.2629,14.86,72,100,2.97,ES,1712874398
391,basawul,34.2475,70.8722,21.6,59,98,0.35,AF,1712874542
392,kruisfontein,-34.0033,24.7314,13.82,75,4,3.05,ZA,1712874543
393,taksimo,56.3444,114.8794,-2.86,89,99,1.0,RU,1712874543
394,arteche,12.2645,125.4048,25.04,91,100,2.2,PH,1712874538
395,myrina,39.8797,25.0742,14.58,82,0,2.06,GR,1712874544
396,daru,-9.0763,143.2092,26.81,84,100,7.65,PG,1712874498
397,kenai,60.5544,-151.2583,1.16,98,100,2.57,US,1712874545
398,ribadesella,43.4614,-5.0596,13.3,89,100,2.99,ES,1712874546
399,ayvacik,39.6011,26.4047,14.24,76,0,3.65,TR,1712874547
400,al khums,32.6486,14.2619,16.37,89,99,6.9,LY,1712874547
401,zavodskoy,43.4597,132.2922,4.7,100,100,2.0,RU,1712874548
402,colac,-38.3333,143.5833,11.02,83,87,1.3,AU,1712874548
403,opuwo,-18.0607,13.84,21.71,47,45,1.55,NA,1712874549
404,adrar,20.5022,-10.0711,30.84,12,0,4.67,MR,1712874549
405,reggane,26.7158,0.1714,25.59,17,0,7.47,DZ,1712874550
406,kidal,18.4411,1.4078,31.37,10,82,5.54,ML,1712874550
407,nadvoitsy,63.8667,34.3167,2.78,84,82,6.56,RU,1712874551
408,dickinson,29.4608,-95.0513,28.93,33,0,3.58,US,1712874467
409,vuktyl,63.8567,57.3094,0.62,96,100,7.6,RU,1712874552
410,saint-pierre,-21.3393,55.4781,25.82,73,0,2.57,RE,1712874552
411,arraial do cabo,-22.9661,-42.0278,25.61,84,95,2.31,BR,1712874318
412,virac,13.6333,124.2167,21.86,86,86,1.81,PH,1712874553
413,kourou,5.1552,-52.6478,28.03,90,97,2.75,GF,1712874274
414,laayoune,27.1622,-13.2032,25.19,38,0,9.77,EH,1712874485
415,la jolla,32.8473,-117.2742,28.73,74,0,4.12,US,1712874388
416,lake havasu city,34.4839,-114.3224,34.57,8,0,2.57,US,1712874556
417,lospalos,-8.5186,127.0025,20.82,92,26,0.67,TL,1712874556
418,kapuskasing,49.4169,-82.4331,16.05,36,100,2.57,CA,1712874469
419,acapulco de juarez,16.8634,-99.8901,28.9,74,0,4.12,MX,1712874557
420,changsha,28.2,112.9667,17.09,93,100,1.25,CN,1712874558
421,cannonvale,-20.2833,148.7,23.66,77,4,5.85,AU,1712874518
422,shimanovsk,52.0,127.7,5.28,55,100,3.7,RU,1712874559
423,beidao,34.5686,105.8933,11.59,77,1,1.82,CN,1712874559
424,zlatoust,55.1711,59.6508,8.36,74,100,6.82,RU,1712874560
425,port shepstone,-30.7414,30.455,17.18,56,0,8.74,ZA,1712874560
426,awjilah,29.1081,21.2869,20.22,25,61,3.01,LY,1712874561
427,gazojak,41.1875,61.4036,18.82,34,100,4.02,TM,1712874561
428,bull savanna,17.8868,-77.5902,27.05,70,24,8.26,JM,1712874562
429,viveiro,43.6623,-7.5934,14.49,85,98,2.03,ES,1712874562
430,fort mcmurray,56.7268,-111.381,13.77,28,75,5.14,CA,1712874563
431,dunedin,-45.8742,170.5036,8.78,97,100,1.34,NZ,1712874196
432,tura,25.5198,90.2201,23.81,39,99,1.28,IN,1712874564
433,nadym,65.5333,72.5167,-13.2,87,100,13.29,RU,1712874565
434,kavieng,-2.5744,150.7967,27.37,80,99,1.63,PG,1712874565
435,idri,27.5,13.2667,22.6,16,6,8.83,LY,1712874566
436,axim,4.8699,-2.2405,26.95,80,100,0.88,GH,1712874566
437,bahia blanca,-38.7196,-62.2724,16.21,44,97,2.29,AR,1712874421
438,jumla,29.2747,82.1838,3.9,53,67,2.25,NP,1712874567
439,aginskoye,51.1,114.53,2.3,72,12,2.67,RU,1712874568
440,blythe,33.6103,-114.5964,33.25,9,0,2.06,US,1712874568
441,spring creek,40.7266,-115.5859,20.72,25,0,3.58,US,1712874516
442,sorsk,54.0033,90.2467,-4.32,90,100,1.52,RU,1712874569
443,la sarre,48.8002,-79.1996,11.62,67,100,4.17,CA,1712874488
444,zhosaly,45.4878,64.0781,9.43,49,22,8.43,KZ,1712874544
445,newman,37.3138,-121.0208,29.6,49,21,1.34,US,1712874512
446,colonia,50.9333,6.95,14.9,80,100,0.51,DE,1712874447
447,xining,36.6167,101.7667,7.96,33,100,0.67,CN,1712874572
448,singaraja,-8.112,115.0882,26.6,83,80,1.67,ID,1712874572
449,polyarnyy,69.1989,33.4478,-0.01,93,100,11.09,RU,1712874573
450,el calafate,-50.3408,-72.2768,7.37,60,3,2.33,AR,1712874562
451,knyaze-volkonskoye,48.4642,135.4567,8.89,72,97,2.68,RU,1712874574
452,tugulym,57.0591,64.6425,4.04,77,100,6.18,RU,1712874574
453,bel ombre,-4.6167,55.4167,29.91,62,0,3.09,SC,1712874502
454,caluula,11.9661,50.7569,28.0,71,91,3.84,SO,1712874575
455,talara,-4.5772,-81.2719,29.42,58,0,5.14,PE,1712874576
456,kristiansund,63.1115,7.732,9.36,76,75,9.26,NO,1712874576
457,lethbridge,49.7,-112.8186,17.54,19,100,2.57,CA,1712874465
458,curuzu cuatia,-29.7917,-58.0546,17.65,79,100,7.22,AR,1712874577
459,nguigmi,14.2495,13.1092,29.36,12,92,6.16,NE,1712874578
460,bac lieu,9.285,105.7244,28.38,72,100,7.03,VN,1712874579
461,santiago de cao,-7.9589,-79.2392,22.07,83,75,4.12,PE,1712874579
462,parras de la fuente,25.4167,-102.1833,25.18,12,66,7.34,MX,1712874580
463,borgo,46.0514,11.4544,16.79,71,21,0.97,IT,1712874580
464,bodaybo,57.8506,114.1933,-4.84,97,100,1.48,RU,1712874581
465,huarmey,-10.0681,-78.1522,24.35,75,32,4.25,PE,1712874581
466,celendin,-6.8703,-78.1517,19.29,71,61,2.47,PE,1712874582
467,quepos,9.4236,-84.1652,29.36,71,94,1.59,CR,1712874583
468,tazacorte,28.629,-17.9293,23.54,46,100,4.63,ES,1712874415
469,riolandia,-19.9808,-49.6819,25.01,80,100,1.07,BR,1712874584
470,severo-yeniseyskiy,60.3725,93.0408,-19.68,99,97,0.45,RU,1712874521
471,saladas,-28.2538,-58.6259,17.04,93,100,5.01,AR,1712874585
472,tarko-sale,64.9225,77.785,-21.02,93,99,7.27,RU,1712874585
473,kapa'a,22.0752,-159.319,26.99,84,100,2.06,US,1712874586
474,marang,5.2056,103.2059,28.95,81,77,1.22,MY,1712874586
475,agadez,19.75,10.25,28.66,9,57,4.19,NE,1712874587
476,i-n-salah,27.1935,2.4607,23.01,21,0,7.86,DZ,1712874587
477,bandarbeyla,9.4942,50.8122,27.9,84,36,2.7,SO,1712874588
478,alaghsas,17.0187,8.0168,29.8,10,100,0.29,NE,1712874499
479,quellon,-43.1167,-73.6167,10.37,70,0,2.34,CL,1712874589
480,st. john's,47.5649,-52.7093,4.26,76,0,5.14,CA,1712874460
481,shenjiamen,29.9576,122.298,14.01,99,100,5.2,CN,1712874590
482,alofi,-19.0595,-169.9187,29.94,70,40,4.12,NU,1712874591
483,iskushuban,10.2837,50.23,25.51,86,35,2.4,SO,1712874591
484,atherton,53.5237,-2.4935,14.94,88,100,1.79,GB,1712874327
485,andergrove,-21.0833,149.1833,22.58,79,50,5.15,AU,1712874368
486,sanya,18.2431,109.505,25.09,94,20,3.0,CN,1712874587
487,amungan,15.3652,119.9582,26.24,76,65,1.81,PH,1712874593
488,inhambane,-23.865,35.3833,21.6,70,99,5.49,MZ,1712874594
489,christchurch,-43.5333,172.6333,11.41,94,100,8.75,NZ,1712874511
490,okha,53.5739,142.9478,-1.53,96,75,4.02,RU,1712874568
491,altar,30.7,-111.8167,32.42,9,2,5.67,MX,1712874595
492,kendari,-3.945,122.4989,23.78,97,90,1.0,ID,1712874557
493,georgievka,49.3314,81.5761,0.45,96,100,5.79,KZ,1712874596
494,naeso,35.2497,128.52,10.6,100,0,0.0,KR,1712874597
495,egilsstadir,65.2653,-14.3948,-0.05,100,100,2.57,IS,1712874597
496,grand falls-windsor,48.9332,-55.6649,3.99,62,3,2.56,CA,1712874598
497,burela de cabo,43.65,-7.4,13.9,88,98,2.04,ES,1712874598
498,kone,-21.0595,164.8658,23.4,86,100,0.49,NC,1712874599
499,ola,59.5833,151.2833,-3.81,85,41,1.25,RU,1712874599
500,pyt-yakh,60.7499,72.8582,-8.15,83,98,6.02,RU,1712874599
501,san pedro pochutla,15.7333,-96.4667,31.84,60,91,3.79,MX,1712874600
502,manacapuru,-3.2997,-60.6206,27.57,87,63,1.36,BR,1712874521
503,chulakkurgan,43.765,69.1814,10.35,68,100,4.42,KZ,1712874606
504,key biscayne,25.6937,-80.1628,30.01,78,75,6.69,US,1712874584
505,masuguru,-11.3667,38.4167,23.84,96,100,1.01,TZ,1712874608
506,kargasok,59.0556,80.8572,-13.91,93,11,1.79,RU,1712874508
507,ribas do rio pardo,-20.4431,-53.7592,24.76,85,100,1.88,BR,1712874613
508,boguchany,58.3814,97.4531,-4.52,87,100,0.89,RU,1712874614
509,bechem,7.0903,-2.025,23.03,96,100,0.84,GH,1712874615
510,hirara,24.8,125.2833,22.15,94,89,2.06,JP,1712874616
511,suleja,9.1758,7.1808,30.55,22,62,0.49,NG,1712874616
512,birnin kebbi,12.4539,4.1975,35.18,8,100,2.54,NG,1712874617
513,saint-joseph,-21.3667,55.6167,25.21,83,41,0.87,RE,1712874618
514,ponta delgada,37.7333,-25.6667,18.44,88,20,1.54,PT,1712874619
515,kozuchow,51.7456,15.5949,11.48,72,87,2.7,PL,1712874620
516,enoch,37.7733,-113.0244,22.86,21,0,3.09,US,1712874620
517,el bauga,18.262,33.9081,24.06,12,7,5.88,SD,1712874621
518,xilin hot,43.9667,116.0333,11.36,41,100,2.36,CN,1712874622
519,yeniseysk,58.4497,92.1703,-9.66,92,99,2.58,RU,1712874623
520,kasane,-17.8167,25.15,21.13,59,70,2.6,BW,1712874626
521,sincik,38.0368,38.6149,9.93,72,96,1.93,TR,1712874626
522,puerto leguizamo,-0.1934,-74.7819,23.7,98,100,1.54,CO,1712874526
523,mwene-ditu,-7.0,23.45,20.2,94,99,1.07,CD,1712874628
524,davlekanovo,54.2215,55.0343,11.14,71,100,8.66,RU,1712874628
525,alice springs,-23.7,133.8833,15.68,45,3,2.06,AU,1712874508
526,bedum,53.3008,6.6028,13.38,89,100,0.89,NL,1712874631
527,mana,5.6592,-53.7767,26.09,86,94,4.09,GF,1712874632
528,olyokminsk,60.3736,120.4264,-8.85,78,98,3.45,RU,1712874633
529,port lincoln,-34.7333,135.8667,14.74,63,100,3.14,AU,1712874579
530,dudinka,69.4058,86.1778,-25.77,100,85,3.55,RU,1712874636
531,nicoya,10.1483,-85.452,31.58,55,91,4.54,CR,1712874606
532,al bardiyah,31.7561,25.0865,15.63,84,44,3.43,LY,1712874644
533,al mutayrifi,25.4788,49.5576,23.19,38,46,5.04,SA,1712874645
534,zapolyarnyy,69.4154,30.8136,-0.4,94,100,6.65,RU,1712874645
535,sola,-13.8833,167.55,28.34,79,51,5.26,VU,1712874646
536,smithers,54.7804,-127.1743,5.18,87,75,5.66,CA,1712874484
537,estevan,49.1334,-102.9842,11.19,37,75,4.63,CA,1712874525
538,nehe,48.4833,124.8333,12.49,68,100,8.05,CN,1712874648
539,gustrow,53.7972,12.1734,13.18,88,75,4.12,DE,1712874649
540,boa vista,2.8197,-60.6733,33.99,43,20,6.17,BR,1712874445
541,yung shue wan,22.2333,114.1167,25.18,86,7,0.89,HK,1712874650
542,juan griego,11.0817,-63.9655,26.64,82,2,6.48,VE,1712874639
543,bangil,-7.5994,112.8186,24.99,84,100,1.16,ID,1712874651
544,changping,40.2186,116.2197,13.8,65,92,0.73,CN,1712874633
545,bardai,11.65,7.2333,28.39,10,94,4.14,NG,1712874652
546,gornopravdinsk,60.05,69.9,-3.33,94,100,7.16,RU,1712874652
547,nyeri,-0.4201,36.9476,15.76,95,87,0.73,KE,1712874653
548,tabas,33.5959,56.9244,23.05,23,52,3.6,IR,1712874493
549,luau,-10.7073,22.2247,19.22,96,75,1.45,AO,1712874654
550,hobyo,5.3505,48.5268,28.58,78,62,4.52,SO,1712874655
551,al bayda',32.7627,21.7551,11.77,75,100,3.8,LY,1712874655
552,road town,18.4167,-64.6167,27.02,74,40,7.72,VG,1712874534
553,chany,55.3121,76.7647,-4.68,86,42,1.69,RU,1712874656
554,fomboni,-12.28,43.7425,28.65,79,100,4.48,KM,1712874657
555,ryotsu-minato,38.0833,138.4333,13.63,55,96,0.54,JP,1712874657
556,lakatoro,-16.0999,167.4164,29.53,72,61,2.12,VU,1712874658
557,coalcoman de vazquez pallares,18.7833,-103.15,30.64,28,4,2.76,MX,1712874658
558,ikongo,-21.8833,47.4333,21.86,99,100,0.73,MG,1712874659
559,el granada,37.5027,-122.4694,29.95,71,0,9.26,US,1712874660
560,viedma,-40.8135,-62.9967,13.74,48,88,2.56,AR,1712874333
561,wuwei,37.9281,102.6414,10.71,38,67,2.48,CN,1712874661
562,portales,34.1862,-103.3344,22.96,19,1,6.34,US,1712874663
563,skovorodino,53.9833,123.9167,0.85,87,100,2.21,RU,1712874663
564,rutland,43.6167,-73.0162,13.17,89,97,1.34,US,1712874664
565,mitu,1.1983,-70.1733,24.77,97,100,0.72,CO,1712874664
566,krasnovishersk,60.4078,57.082,4.53,91,90,3.77,RU,1712874665
567,olinda,-8.0089,-34.8553,29.85,74,40,3.6,BR,1712874610
568,zarghun shahr,32.8473,68.4457,12.83,52,97,6.17,AF,1712874666
